Name,Category,Rating,ReviewsCount,Phone,Address,Website,GoogleMapsURL,Description,SourceFile
"Dr. Tracy F. Tindle, MD",Pediatrician,4.2,10,(205) 251-4141,·,http://www.childrensmedicalgroupbham.com/,"https://www.google.com/maps/dir//Dr.+Tracy+F.+Tindle,+MD,+2316+7th+Ave+S+%23+100,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc76fc8bd65:0xe1147126a3b11049?sa=X&ved=1t:57443&ictx=111","""She is so kind, takes time and truly cares about her patients.""",google (12).csv
"Dr. Stephanie Denton, MD",Pediatrician,4.2,6,(205) 251-4141,,http://www.childrensmedicalgroupbham.com/children-s-medical-group-p-c.html,"https://www.google.com/maps/dir//Dr.+Stephanie+Denton,+MD,+2316+7th+Ave+S+%23+100,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc76bb3720f:0xa56b7f104884a7e5?sa=X&ved=1t:57443&ictx=111",,google (12).csv
"Dr. Teresa J. Goldsmith, MD",Pediatrician,4.1,8,(205) 933-2750,·,,"https://www.google.com/maps/dir//Dr.+Teresa+J.+Goldsmith,+MD,+806+St+Vincents+Dr+%23615,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb620d677f1:0x13ec9260594f4ff2?sa=X&ved=1t:57443&ictx=111","""I trust her 100% with my daughter’s care.""",google (12).csv
Brockway Conry Lisa MD,Pediatrician,5.0,1,(205) 870-0375,·,,"https://www.google.com/maps/dir//Brockway+Conry+Lisa+MD,+3300+Cahaba+Rd,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919928392f955:0xf7df9fb8410e98b8?sa=X&ved=1t:57443&ictx=111",,google (12).csv
Willow Pediatric Wellness,Pediatric clinic,5.0,2,(205) 964-9575,·,https://www.willowpediatrics.com/,"https://www.google.com/maps/dir//Willow+Pediatric+Wellness,+Mountain+Brook,+AL+35210/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919b50b3cb5fd:0xe13ce6dd9a0a866e?sa=X&ved=1t:57443&ictx=111","""Highly recommend.""",google (12).csv
"Dr. Max H. Hale, MD",Pediatrician,3.9,7,(205) 933-2750,·,"https://www.birminghampeds.com/About-Us/Meet-Our-Providers/Doctors/Max-Hale,-MD","https://www.google.com/maps/dir//Dr.+Max+H.+Hale,+MD,+806+St+Vincents+Dr+%23615,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb620d677f1:0xa778ab9a06c864d5?sa=X&ved=1t:57443&ictx=111",,google (12).csv
Newborn Follow-Up Clinic,Neonatal physician,4.3,8,(205) 996-9222,,,"https://www.google.com/maps/dir//Newborn+Follow-Up+Clinic,+20th+St+Community+Health+Services+Bldg,+20th+St+S,+Birmingham,+AL+35294/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc3eb100001:0x9bd556d93a825e?sa=X&ved=1t:57443&ictx=111","""They are amazing with babies my son's goes there every 6 months""",google (12).csv
Virginia Menendez,Pediatrician,5.0,1,(205) 638-9193,·,https://www.childrensal.org/provider/virginia-ginger-l-menendez-md,"https://www.google.com/maps/dir//Virginia+Menendez,+3300+Cahaba+Rd+Suite+102,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889199261553d4d:0x54d956fcabcf72fb?sa=X&ved=1t:57443&ictx=111",,google (12).csv
"Stephen R. Blair, M.D.",Pediatrician,5.0,1,(205) 939-1250,·,http://redmontped.com/,"https://www.google.com/maps/dir//Stephen+R.+Blair,+M.D.,+805+St+Vincents+Dr+%23430,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb63b0dcf2d:0x75d5dd5f64cc96c6?sa=X&ved=1t:57443&ictx=111",,google (12).csv
Murphy Shannon M MD,Pediatrician,5.0,1,(205) 930-1800,,http://hwwc.net/,"https://www.google.com/maps/dir//Murphy+Shannon+M+MD,+806+St+Vincents+Dr+Suite+500,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb620d677f1:0xcce701172218f871?sa=X&ved=1t:57443&ictx=111",,google (12).csv
Dr. Elizabeth Luke,Pediatrician,,,(205) 638-9193,·,http://www.childrensal.org/dr-elizabeth-w-luke-md-pediatrics,"https://www.google.com/maps/dir//Dr.+Elizabeth+Luke,+3300+Cahaba+Rd+Suite+102,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889199261553d4d:0x25c5ad4fa3ec48a?sa=X&ved=1t:57443&ictx=111",,google (12).csv
"Dr. Amy J. Albert, MD",Pediatrician,3.7,3,(205) 879-7888,,,"https://www.google.com/maps/dir//Dr.+Amy+J.+Albert,+MD,+2815+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919795f05354d:0xd682484935606ac6?sa=X&ved=1t:57443&ictx=111","""Dr. Albert has taken care of both of our children over the years.""",google (12).csv
"Michael A. Keller, DDS, PC",Pediatric dentist,5.0,207,(205) 870-7110,·,http://mkellerdds.com/,"https://www.google.com/maps/dir//Michael+A.+Keller,+DDS,+PC,+2045+Brookwood+Medical+Center+Dr+%237,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891997f0b90cb9:0xa56298fbe028647a?sa=X&ved=1t:57443&ictx=111","""Great doctor that cares to put a smile on my children faces at every visit!""",google (12).csv
"Dr. Mary N. Doyle, MD",Pediatrician,,,(205) 870-1273,·,,"https://www.google.com/maps/dir//Dr.+Mary+N.+Doyle,+MD,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197717a0aa61:0x6dabb889213e1af5?sa=X&ved=1t:57443&ictx=111",,google (12).csv
"Dr. Robb L. Romp, MD",Pediatric cardiologist,5.0,4,(205) 934-3460,·,https://providerdirectory.uabmedicine.org/provider/Robb+Romp/575573,"https://www.google.com/maps/dir//Dr.+Robb+L.+Romp,+MD,+1700+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc04ca87801:0xe81c81077b5515a3?sa=X&ved=1t:57443&ictx=111","""The best cardiologist my son could ever have!""",google (12).csv
Dr. Mary Evelyn O'neil,Pediatrician,,,(205) 879-7888,·,https://alaped.com/our-physicians/,"https://www.google.com/maps/dir//Dr.+Mary+Evelyn+O'neil,+2815+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919795fbaaaab:0xf29d9e5b23dfaa2?sa=X&ved=1t:57443&ictx=111",,google (12).csv
Powell Pediatric Dentistry,Dentist,5.0,193,(205) 538-3335,·,http://www.powellpediatricdentist.com/,"https://www.google.com/maps/dir//Powell+Pediatric+Dentistry,+1628+29th+Ct+S+%23200,+Homewood,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891965b0f6c951:0xc150666a624fc219?sa=X&ved=1t:57443&ictx=111","""Doctor and Everyone is so nice and patient to my baby that made me melt.""",google (12).csv
Dr. Martha J Strange,Neonatal physician,5.0,1,(205) 877-5381,·,,"https://www.google.com/maps/dir//Dr.+Martha+J+Strange,+2010+Brookwood+Medical+Center+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919a1f410f0a3:0x77c21a3784ad7bea?sa=X&ved=1t:57443&ictx=111",,google (12).csv
"Dr. Sheridyn B. Breedlove, MD",Pediatrician,4.0,4,(205) 802-6789,·,,"https://www.google.com/maps/dir//Dr.+Sheridyn+B.+Breedlove,+MD,+513+Brookwood+Blvd,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891998cdb0ba89:0x9b6813f00296f805?sa=X&ved=1t:57443&ictx=111","""Dr. Breedlove have been serving my boys since babies.""",google (13).csv
"Dr. Julie M. Dennis, MD",Pediatrician,,,(205) 870-0375,·,https://www.childrensal.org/provider/julie-dennis-md,"https://www.google.com/maps/dir//Dr.+Julie+M.+Dennis,+MD,+3300+Cahaba+Rd,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919928392f955:0xb0a148d6c17dad1f?sa=X&ved=1t:57443&ictx=111",,google (13).csv
"Colette Jackson, MD",Pediatric ophthalmologist,5.0,148,(205) 930-0700,·,https://www.aoapc.com/physicians-colette-jackson.shtml,"https://www.google.com/maps/dir//Colette+Jackson,+MD,+1000+19th+St+S,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc3a8100001:0xf79cc983b6cb2288?sa=X&ved=1t:57443&ictx=111","""She was so knowledgeable and patient with my son overall great visit!""",google (13).csv
"Dr. Janet J. Cash, MD",Dermatologist,3.7,47,(205) 918-1475,·,https://rymap.org/business/dr-janet-j-cash-md-un2eyx,"https://www.google.com/maps/dir//Dr.+Janet+J.+Cash,+MD,+833+St+Vincents+Dr+Building+3,+Suite+401,+Birmingham,+AL+35205/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bb624a9b221:0x7b14e95acef19fa3?sa=X&ved=1t:57443&ictx=111","""Dr. Cash & her staff were awesome & friendly!""",google (13).csv
Madeline Eckenrode,Pediatrician,5.0,1,(205) 801-7474,,https://providerdirectory.uabmedicine.org/provider/madeline-eckenrode/572984,,"""If I am not able to get into the office, we have a video appointment.""",google (13).csv
Neonatology Associates: Oliver Rees MD,Pediatrician,5.0,2,(205) 996-2244,,,"https://www.google.com/maps/dir//Neonatology+Associates:+Oliver+Rees+MD,+500+22nd+St+S+%23300,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bbf63753e63:0xf016466caccb97eb?sa=X&ved=1t:57443&ictx=111",,google (13).csv
"Dr. Janie S. Stagner, MD",Pediatrician,,,(205) 870-1273,,,"https://www.google.com/maps/dir//Dr.+Janie+S.+Stagner,+MD,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197717a0aa61:0x8ae0d2336e397048?sa=X&ved=1t:57443&ictx=111",,google (13).csv
Theos Amy J MD,Pediatrician,5.0,4,(205) 638-4823,·,,"https://www.google.com/maps/dir//Theos+Amy+J+MD,+The+USPS+does+not+believe+there+is+a,+1802+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bea45fca87f:0xba6fe7e70b92a34c?sa=X&ved=1t:57443&ictx=111",,google (13).csv
Dr. Austin Kane,Pediatric cardiologist,5.0,2,(205) 934-3460,,https://www.uab.edu/medicine/peds/faculty/kane-austin,"https://www.google.com/maps/dir//Dr.+Austin+Kane,+2000+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc068144015:0x6f4ff88f59516953?sa=X&ved=1t:57443&ictx=111","""Cares about any concern or questions you may have!""",google (13).csv
Stacy Tanaka,Pediatric urologist,5.0,3,(205) 934-9999,,https://providerdirectory.uabmedicine.org/provider/stacy-tanaka/2024249,"https://www.google.com/maps/dir//Stacy+Tanaka,+2000+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc068144015:0xc1dd1333d13a87f4?sa=X&ved=1t:57443&ictx=111",,google (13).csv
Grayson & Associates: Thomas Andrea M MD,Pediatrician,3.3,23,(205) 871-6926,·,https://grayson.associates/doctors/andrea-thomas/,"https://www.google.com/maps/dir//Grayson+%26+Associates:+Thomas+Andrea+M+MD,+2200+Lakeshore+Dr+%23+150,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889199fd18bf827:0xdde6a2372f62c457?sa=X&ved=1t:57443&ictx=111","""She is very knowledgeable and compassionate.""",google (13).csv
Baxley Courtney MD,Pediatrician,,,(205) 870-7292,·,,"https://www.google.com/maps/dir//Baxley+Courtney+MD,+3300+Cahaba+Rd,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889199284a20011:0x960c87b8c2073871?sa=X&ved=1t:57443&ictx=111",,google (13).csv
Pediatric Dental Associates Birmingham,Pediatric dentist,4.9,902,(205) 251-1010,·,http://www.pediatricdentalassociatesal.com/,"https://www.google.com/maps/dir//Pediatric+Dental+Associates+Birmingham,+2320+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bdd523a772d:0x1dd7a083106e8c95?sa=X&ved=1t:57443&ictx=111","""The staff is very professional and very patient with my child.""",google (13).csv
Hawley Hodges Elizabeth MD,Pediatrician,,,(205) 870-7292,·,,"https://www.google.com/maps/dir//Hawley+Hodges+Elizabeth+MD,+3300+Cahaba+Rd,+Birmingham,+AL+35223/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919928392f955:0x3d7e4a07bba30c2a?sa=X&ved=1t:57443&ictx=111",,google (13).csv
"Dr. Wahib Mena, MD",Neonatal physician,4.0,4,(205) 877-5381,·,,"https://www.google.com/maps/dir//Dr.+Wahib+Mena,+MD,+2010+Brookwood+Medical+Center+Dr+%23102,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919a1f410f0a3:0x33eb7b295f06794f?sa=X&ved=1t:57443&ictx=111",,google (13).csv
"Dr. Patricia M. Perry, MD",Pediatrician,,,(205) 934-9999,,http://providerdirectory.uabmedicine.org/,"https://www.google.com/maps/dir//Dr.+Patricia+M.+Perry,+MD,+2000+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc05c73d2fb:0x19208ed66d23a6c2?sa=X&ved=1t:57443&ictx=111",,google (13).csv
Dr. Camden Hebson,Pediatric cardiologist,5.0,2,(205) 801-8000,,https://providerdirectory.uabmedicine.org/provider/camden-hebson/573355,"https://www.google.com/maps/dir//Dr.+Camden+Hebson,+2000+6th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bc068144015:0x7abb9c431457e3cd?sa=X&ved=1t:57443&ictx=111",,google (13).csv
"Dr. Elizabeth Jean G. Peters, MD",Pediatrician,,,(205) 870-1273,·,,"https://www.google.com/maps/dir//Dr.+Elizabeth+Jean+G.+Peters,+MD,+3401+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197717a0aa61:0xd16ba659182ae51d?sa=X&ved=1t:57443&ictx=111",,google (13).csv
"Dr. Michelle Bajjalieh, DMD",Pediatric dentist,4.2,5,(205) 802-7277,·,http://www.alabamapediatricdentistry.com/,"https://www.google.com/maps/dir//Dr.+Michelle+Bajjalieh,+DMD,+3500+Independence+Dr,+Homewood,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889197c647751b1:0xc79a28d79cfd93ce?sa=X&ved=1t:57443&ictx=111",,google (13).csv
"Zachary Morgan, NP",Nurse practitioner,4.3,1.6K,(205) 933-9258,,https://www.google.com/aclk?sa=L&ai=DChsSEwjLp9eIooiQAxUmcX8AHS_iGPsYACICCAEQCRoCb2E&co=1&ase=2&gclid=CjwKCAjw6P3GBhBVEiwAJPjmLhLx5F5bt3u1f3Shr64S_hvgNUieZMty7uYfuqKbTaAELyEOaBGGEhoC718QAvD_BwE&cid=CAASN-Roe5S6kHeg7--ebLcdNHYqGXzB32knUbSbKqlwd_GAnzI0XYHimNmZDBJHYGngohRa0VEJyQc&cce=2&category=acrcp_v1_32&sig=AOD64_0y4KgoYFAQvRbS7CDQOODSZPPCJA&ctype=50&q=&ved=2ahUKEwiPytKIooiQAxWe5skDHVzeHXA4KBCFrAF6BAgiEAw&adurl=,https://www.google.com/aclk?sa=L&ai=DChsSEwjLp9eIooiQAxUmcX8AHS_iGPsYACICCAEQCBoCb2E&co=1&ase=2&gclid=CjwKCAjw6P3GBhBVEiwAJPjmLkVC6zZFZEhhijtmt_azrxSiAy9HygwrbgpLc2DPWBa61eAzXDgDaBoCXiEQAvD_BwE&cid=CAASN-Roe5S6kHeg7--ebLcdNHYqGXzB32knUbSbKqlwd_GAnzI0XYHimNmZDBJHYGngohRa0VEJyQc&cce=2&category=acrcp_v1_32&sig=AOD64_2QE7gHFvBUgMiFiYmyMAm8Wp_GOg&q=&nis=4&ctype=99&ved=2ahUKEwiPytKIooiQAxWe5skDHVzeHXA4KBCErAF6BAgiEAs&adurl=,,google (2).csv
Greenvale Pediatrics - Hoover,Pediatrician,3.8,88,(205) 987-4444,·,"https://www.google.com/maps/dir//Greenvale+Pediatrics+-+Hoover,+5295+Preserve+Pkwy+Suite+100,+Hoover,+AL+35244/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bebd761e2a5:0x38b4ae17eb195ea2?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/greenvale-pediatrics,"""He takes time with his patients and is great with kids!""",google (2).csv
"Dr. Vera D. Egorshin, MD",Pediatrician,5.0,3,(205) 715-6121,·,"https://www.google.com/maps/dir//Dr.+Vera+D.+Egorshin,+MD,+1308+Tuscaloosa+Ave+Suite+P,+Birmingham,+AL+35211/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891c28c592bb95:0xbb48d6ea13a8d10c?sa=X&ved=1t:57443&ictx=111",,,google (2).csv
Children's of Alabama,Children's hospital,3.7,437,(205) 638-9100,·,"https://www.google.com/maps/dir//Children's+of+Alabama,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0xfeffb63355d3cc82?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/,"""All staff were careful to make sure my son was as comfortable as possible.""",google (2).csv
Morgan Rosalyn L MD,Pediatrician,4.5,21,(205) 785-7337,·,"https://www.google.com/maps/dir//Morgan+Rosalyn+L+MD,+2010+Avenue+F,+Ensley,+AL+35218/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891df34d77f19f:0x1db072ae24d08ad1?sa=X&ved=1t:57443&ictx=111",,"""My kids have been going since 2011. The service is wonderful.""",google (2).csv
Margaret Wester,Pediatrician,5.0,1,(205) 638-9096,·,"https://www.google.com/maps/dir//Margaret+Wester,+1601+4th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891beb8049b39f:0x4e04b7d629ab93b7?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/provider/margaret-maggie-e-wester-md,"""Great doctor, very friendly and nice staff""",google (2).csv
UAB Department Of Pediatrics,Doctor,1.0,2,(205) 638-9100,·,"https://www.google.com/maps/dir//UAB+Department+Of+Pediatrics,+1600+7th+Ave+S,+Birmingham,+AL+35294/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x923d15e90cecdb54?sa=X&ved=1t:57443&ictx=111",http://www.medicine.uab.edu/Peds/,,google (2).csv
"Dr. Kenneth L. Elmer, MD",Pediatrician,4.8,17,(205) 206-8200,,"https://www.google.com/maps/dir//Dr.+Kenneth+L.+Elmer,+MD,+832+Princeton+Ave+SW,+Birmingham,+AL+35211/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891c2353baef7f:0x8ce4d597424ded9c?sa=X&ved=1t:57443&ictx=111",https://completehealth.com/primary-care-clinics/birmingham-al-simon-williamson/,"""He understands the difficulties children with ADD/ADHD go through.""",google (2).csv
Healthykids of Gardendale,Pediatrician,4.2,58,(205) 608-2055,·,"https://www.google.com/maps/dir//Healthykids+of+Gardendale,+1127+Pecan+Ave,+Gardendale,+AL+35071/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889041076c46239:0x467ea0ad096059da?sa=X&ved=1t:57443&ictx=111",,"""Dr. Stuckey and Dr. Harris are amazing""",google (2).csv
Pediatrics East - Deerfoot,Child health care center,3.6,52,(205) 681-5377,·,"https://www.google.com/maps/dir//Pediatrics+East+-+Deerfoot,+6729+Deerfoot+Pkwy,+Pinson,+AL+35126/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88890b195fa1022f:0xe8427231c3dc9b58?sa=X&ved=1t:57443&ictx=111",https://www.childrensal.org/pediatrics-east,"""Love  East, they get you in as quickly as possible.""",google (2).csv
Dr. Morissa Ladinsky,Pediatrician,5.0,1,(205) 638-6980,,,,"""Excellent care provided.""",google (2).csv
Children's Park Place,Children's hospital,4.6,24,(205) 638-9107,,"https://www.google.com/maps/dir//Children's+Park+Place,+1600+4th+Ave+S,+Birmingham,+AL+35294/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891beb8025c381:0x6deca71dfcdbde5?sa=X&ved=1t:57443&ictx=111",http://www.childrensal.org/,"""Great experience amazing doctors and nurses""",google (2).csv
"Dr. Amanda D. Soong, MD",Pediatrician,5.0,2,(205) 934-4531,·,,"https://www.google.com/maps/dir//Dr.+Amanda+D.+Soong,+MD,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x1f492aaa9aecfa0?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Vestavia Pediatrics: Crum Elizabeth M MD,Pediatrician,3.6,5,(205) 978-3200,·,,"https://www.google.com/maps/dir//Vestavia+Pediatrics:+Crum+Elizabeth+M+MD,+1936+Old+Orchard+Rd,+Vestavia+Hills,+AL+35216/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888918fd3fcb4eed:0x59c1007d5b0d7321?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Mc Afee Alison w MD,Pediatrician,5.0,6,(205) 978-8245,·,http://actonrdpeds.com/,"https://www.google.com/maps/dir//Mc+Afee+Alison+w+MD,+2409+Acton+Rd+%23171,+Birmingham,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889186d1b3162c3:0xd1ebe56dbd778bbc?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Hugh Cheek,Pediatrician,5.0,1,(205) 638-6040,,,,"""He’s the best doctor anybody could ask for and he prays with you""",google (3).csv
"Dr. Sheridyn B. Breedlove, MD",Pediatrician,5.0,7,,"8.6 mi · Vestavia Hills, AL",http://actonrdpeds.com/,"https://www.google.com/maps/dir//Dr.+Sheridyn+B.+Breedlove,+MD,+2409+Acton+Rd,+Vestavia+Hills,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889186d1b3162c3:0xe850e6fdc6e9bf37?sa=X&ved=1t:57443&ictx=111","""Here staff and other team members are also awesome!""",google (3).csv
"Dr. Margaret A. Thiele, MD",Pediatrician,5.0,1,(205) 329-7200,·,http://www.childrensal.org/,"https://www.google.com/maps/dir//Dr.+Margaret+A.+Thiele,+MD,+1400+4th+Ave+W,+Birmingham,+AL+35208/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891bedb822ecdd:0xafdfb19bb4a7e4d4?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Pediatrics East Inc: Jones Lauree K MD,Pediatrician,5.0,1,(205) 836-8691,·,https://www.childrensal.org/pediatrics-east,"https://www.google.com/maps/dir//Pediatrics+East+Inc:+Jones+Lauree+K+MD,+520+Simmons+Dr,+Trussville,+AL+35173/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88890d1cce7ec5d7:0xe0a892b602131dc1?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Todd Washko,Pediatrician,5.0,1,(205) 638-9587,,,,"""Dr. Washko is the best  doctor all around.""",google (3).csv
Jones Mary H MD,Pediatrician,3.0,1,(205) 380-9455,·,,"https://www.google.com/maps/dir//Jones+Mary+H+MD,+5720+1st+Ave+S,+Birmingham,+AL+35212/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891a9ad30ca0bd:0xbbc4af724a2a490?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Dr. Rachel Kassel,Pediatrician,5.0,1,(205) 638-9918,,https://www.childrensal.org/provider/rachel-kassel-md,,"""My son was a patient of Dr Kassel for several years.""",google (3).csv
Children's of Alabama - Children's South Outpatient Surgery Center,Surgical center,4.1,43,(205) 638-4800,·,https://www.childrensal.org/childrens-south,"https://www.google.com/maps/dir//Children's+of+Alabama+-+Children's+South+Outpatient+Surgery+Center,+Children's+South,+1940+Elmer+J+Bissell+Rd+Suite+G,+Birmingham,+AL+35243/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8889186ca86e4b63:0x426e245ad139f618?sa=X&ved=1t:57443&ictx=111","""My son had his tonsils and adenoids out and the whole staff was so amazing!""",google (3).csv
"Dr. Mary H. Maddox, MD",Pediatrician,4.5,2,(205) 638-9583,·,,"https://www.google.com/maps/dir//Dr.+Mary+H.+Maddox,+MD,+Lowder+Building,+1600+7th+Ave+S+%23620,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x8ca68e8e72bdb4d3?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Dr. Nichole Samuy,Pediatrician,5.0,1,(205) 638-9100,,,,,google (3).csv
Alan K Percy Md,Pediatrician,5.0,1,(205) 996-4927,,http://www.childrensal.org/,"https://www.google.com/maps/dir//Alan+K+Percy+Md,+1530+3rd+Ave+S,+Birmingham,+AL+35294/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891becef91a537:0xabd18a68e91e0636?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Pediatrics West - McAdory,Pediatrician,4.1,84,(205) 426-3010,·,https://www.childrensal.org/pediatrics-west,"https://www.google.com/maps/dir//Pediatrics+West+-+McAdory,+4730+Bell+Hill+Rd,+Bessemer,+AL+35022/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x8888dc17258c143b:0x860447918e28c812?sa=X&ved=1t:57443&ictx=111","""She’s incredibly knowledgeable and always does a great job with my kids.""",google (3).csv
"Dr. Snehal A. Khatri, MD",Pediatrician,3.0,2,(205) 934-7027,·,https://www.uab.edu/civitansparks/sparks-pediatrics,"https://www.google.com/maps/dir//Dr.+Snehal+A.+Khatri,+MD,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0xa372ad71a754ad2c?sa=X&ved=1t:57443&ictx=111","""Dr. Khatri is one of the best and thorough doctors that I have been to.""",google (3).csv
"Dr. Teresa G. Magruder, MD",Pediatrician,5.0,3,(205) 939-9583,·,https://www.childrensal.org/provider/teresa-terri-g-magruder-md-mph,"https://www.google.com/maps/dir//Dr.+Teresa+G.+Magruder,+MD,+1600+7th+Ave+S,+Birmingham,+AL+35233/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88891be961b81a47:0x29c7b3e9fe0a9627?sa=X&ved=1t:57443&ictx=111",,google (3).csv
Dr. Mary Evelyn O'neil,Pediatrician,,,,4.2 mi · 2815 Independence Dr,"https://www.google.com/maps/dir//Dr.+Mary+Evelyn+O'neil,+2815+Independence+Dr,+Birmingham,+AL+35209/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x888919795fbaaaab:0xf29d9e5b23dfaa2?sa=X&ved=1t:57443&ictx=111",https://alaped.com/our-physicians/,,google (4).csv
